id,hotel_name,hotel_rating,hotel_experience,amenities,address,country
598,Pacific Inn & Suites Kamloops,3.5,Very good,"['Pool', 'Free parking', 'Restaurant', 'Breakfast included', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Room service', 'Spa', 'Airport transportation', 'Banquet Room', 'Concierge', 'Dry Cleaning', 'Hot Tub', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",1820 Rogers Pl Kamloops British Columbia,Canada
599,Four Points by Sheraton Kamloops,4,Very good,"['Pool', 'Restaurant', 'Fitness Centre with Gym / Workout Room', 'Room service', 'Free parking', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Shuttle Bus Service', 'Wheelchair Access', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms', 'Suites']",1175 Rogers Way Kamloops British Columbia,Canada
600,Kings Motor Inn,3.5,Very good,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']",1775 Trans Canada Hwy E Kamloops British Columbia,Canada
601,Canadas Best Value Inn & Suites,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Airport transportation', 'Golf Course', 'Laundry Service', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']",1200 Rogers Way Kamloops British Columbia,Canada
603,Howard Johnson by Wyndham Downtown Kamloops,3,Average,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms']",530 Columbia St Kamloops British Columbia,Canada
604,Panorama Inn & Suites,3.5,Very good,"['Free parking', 'Pool', 'Free High Speed Internet (WiFi)', 'Restaurant', 'Bar/Lounge', 'Concierge', 'Laundry Service', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",610 Columbia St W Kamloops British Columbia,Canada
605,Fortune Motel,3.5,Very good,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Business Centre with Internet Access', 'Golf Course', 'Hot Tub', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Sauna', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",654 Fortune Dr Kamloops British Columbia,Canada
606,Motel 6 - Kamloops,3.5,Very good,"['Pool', 'Free High Speed Internet (WiFi)', 'Free parking', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms']",1763 Trans Canada Hwy E Kamloops British Columbia,Canada
607,Acadian Inn,,,[],1390 Columbia St Kamloops British Columbia,Canada
608,Sandman Inn & Suites Kamloops,3,Average,"['Free parking', 'Free High Speed Internet (WiFi)', 'Restaurant', 'Business Centre with Internet Access', 'Dry Cleaning', 'Meeting rooms', 'Multilingual Staff', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Smoking rooms available', 'Suites']",550 Columbia St Kamloops British Columbia,Canada
609,Lamplighter Motel,,,[],1901 Trans Canada Hwy E Kamloops British Columbia,Canada
610,Best Budget Inn and Suites,3,Average,"['Free High Speed Internet (WiFi)', 'Pool', 'Free parking', 'Breakfast included', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms', 'Suites']",1773 Trans Canada Hwy E Kamloops British Columbia,Canada
611,Super 8 by Wyndham Kamloops East,3,Average,"['Pool', 'Free parking', 'Breakfast included', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Non-smoking rooms']",2459 Trans Canada Hwy E Kamloops British Columbia,Canada
612,Star Lodge,2.5,Average,"['Free parking', 'Free High Speed Internet (WiFi)', 'Pool', 'Business Centre with Internet Access', 'Golf Course', 'Laundry Service', 'Non-smoking hotel', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms']",775 Columbia St W Kamloops British Columbia,Canada
613,Trans Canada Motel,3,Average,"['Free High Speed Internet (WiFi)', 'Free parking', 'Restaurant', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']",2505 Trans Canada Hwy E Kamloops British Columbia,Canada
614,Hospitality Inn,3,Average,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Restaurant', 'Hot Tub', 'Laundry Service', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",500 Columbia St W Kamloops British Columbia,Canada
615,Rider's Motor Inn,2,Poor,"['Free High Speed Internet (WiFi)', 'Airport transportation', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms']",1759 Trans Canada Hwy E Kamloops British Columbia,Canada
616,Parkview Motel,,,[],1084 Battle St ,Canada
617,Wingate by Wyndham Kamloops,4.5,Excellent,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Breakfast included', 'Business Centre with Internet Access', 'Concierge', 'Dry Cleaning', 'Electric vehicle charging station', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']",1180 Rogers Way Kamloops British Columbia,Canada
618,Delta Hotels Kamloops Downtown,4,Very good,"['Free High Speed Internet (WiFi)', 'Room service', 'Restaurant', 'Pool', 'Fitness Centre with Gym / Workout Room', 'Bar/Lounge', 'Banquet Room', 'Business Centre with Internet Access', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Outdoor pool', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']",540 Victoria St Kamloops British Columbia,Canada
619,Lac le Jeune Resort,4,Very good,"['Free parking', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Babysitting', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Family Rooms', 'Non-smoking rooms']",Lac le Jeune Rd. Kamloops British Columbia,Canada
620,Residence & Conference Centre - Kamloops,,,[],950 McGill Rd Kamloops British Columbia,Canada
621,Fireside Lodge,3.5,Very good,"['Free High Speed Internet (WiFi)', 'Free parking', 'Restaurant', 'Fitness Centre with Gym / Workout Room', 'Business Centre with Internet Access', 'Hot Tub', 'Non-smoking hotel', 'Ski-In / Ski-Out', 'Wheelchair Access', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']",3190 Creekside Way Kamloops British Columbia,Canada
622,Knights Inn Kamloops,2.5,Average,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Laundry Service', 'Non-smoking hotel', 'Shuttle Bus Service', 'Air conditioning', 'Microwave', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",625 Columbia St W Kamloops British Columbia,Canada
623,Fountain Motel,3,Average,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Air conditioning', 'Microwave', 'Non-smoking rooms']",506 Columbia St Kamloops British Columbia,Canada
624,Tournament Inn,2,,[],1893 Trans Canada Hwy E ,Canada
625,Columbia Motor Inn,2,Poor,"['Free parking', 'Pool', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room']",575 Columbia St W Kamloops British Columbia,Canada
626,Country Cottage B&B,,,[],2210 Crescent Dr ,Canada
627,Maverick Motor Inn,,,[],1250 Trans Canada Hwy W ,Canada
628,Spruce Wilderness Lodge,3,,[],57 KM North Jamieson Creek Rd ,Canada
629,Shuswap Lake Resort,2,,[],1142 Pine Grove Rd ,Canada
630,Knutsford / Kamloops RV Campground,3,Average,"['Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Concierge', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry']",Hwy 5A South Kamloops British ,Canada
631,Wind and Sky Bed & Breakfast,3.5,,[],2465 Knutsford Hills Drive ,Canada
632,Kamloops Log Home,2.5,,[],6797 Barnhartvale Rd ,Canada
633,Sun Peaks Online,1.5,,[],4936 Reighmount Pl ,Canada
634,Sevinth Heaven Bed and Breakfast,1,,[],2360 Ojibway Rd ,Canada
635,Silver Sage Campground,2.5,Average,['Pets Allowed ( Dog / Pet Friendly )'],Silver Sage Campground 771 Athabasca St E Kamloops British Columbia,Canada
636,Kamloops RV Park,3,Average,"['Free High Speed Internet (WiFi)', 'Pets Allowed ( Dog / Pet Friendly )']",9225 Dallas Dr Kamloops British Columbia,Canada
637,4 Seasons Motel,1,Terrible,[],1767 Trans Canada Hwy E Kamloops British Columbia,Canada
638,High Ridge Bed and Breakfast,,,[],1221 Highridge Dr Kamloops British Columbia,Canada
639,Moose Woodland Chalet,,,[],Wells Gray Wilderness Park ,Canada
647,Best Western Tin Wis Resort,4,Very good,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Banquet Room', 'Business Centre with Internet Access', 'Hot Tub', 'Laundry Service', 'Meeting rooms', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Non-smoking rooms']",1119 Pacific Rim Hwy Tofino British Columbia,Canada
648,Pacific Sands Beach Resort,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Laundry Service', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",1421 Pacific Rim Hwy. Tofino British Columbia,Canada
649,Long Beach Lodge Resort,4.5,Excellent,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Fitness Centre with Gym / Workout Room', 'Room service', 'Banquet Room', 'Business Centre with Internet Access', 'Children Activities (Kid / Family Friendly)', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Electric vehicle charging station', 'Hot Tub', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Sauna', 'Self-Serve Laundry', 'Wheelchair Access', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']",1441 Pacific Rim Highway Tofino British Columbia,Canada
650,House of Himwitsa,5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Hot Tub', 'Multilingual Staff', 'Non-smoking hotel', 'Public Wifi', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']",300 Main St. Tofino British Columbia,Canada
651,HI-Tofino - Whaler’s on the Point Guesthouse,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Multilingual Staff', 'Non-smoking hotel', 'Self-Serve Laundry', 'Family Rooms', 'Non-smoking rooms']",81 West St. Tofino British Columbia,Canada
652,The Shoreline Tofino,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']",350 Olsen Road Tofino British Columbia,Canada
653,Black Bear Guesthouse,5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Hot Tub', 'Non-smoking hotel', 'Public Wifi', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms', 'Suites']",926 Black Bear Lane Tofino British Columbia,Canada
654,Wickaninnish Inn and The Pointe Restaurant,,,[],500 Osprey Lane at Chesterman Beach Tofino British Columbia,Canada
655,Tofino Resort + Marina,4,Very good,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Breakfast Available', 'Electric vehicle charging station', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Wheelchair Access', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms', 'Suites']",634 Campbell St Tofino British Columbia,Canada
656,Meares Vista Inn,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']",760 Campbell Street Tofino British Columbia,Canada
657,The Inn at Tough City,3.5,Very good,"['Restaurant', 'Free parking', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Public Wifi', 'Non-smoking rooms']",350 Main Street Tofino British Columbia,Canada
658,The Ecolodge at the Tofino Botanical Gardens,4,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Electric vehicle charging station', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Wheelchair Access', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",1084 Pacific Rim Highway Tofino British Columbia,Canada
659,Cobble Wood & Bird Sanctuary Guest Houses,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Multilingual Staff', 'Non-smoking hotel', 'Public Wifi', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",1115 1110 Fellowship Drive Tofino British Columbia,Canada
660,Middle Beach Lodge,4,Very good,"['Free parking', 'Restaurant', 'Breakfast included', 'Free Internet', 'Bar/Lounge', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",400 MacKenzie Beach Road Tofino British Columbia,Canada
661,Ocean Village Beach Resort,4.5,Excellent,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']",555 Hellesen Drive Tofino British Columbia,Canada
662,Tofino Motel Harborview Ltd.,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Wheelchair Access', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Non-smoking rooms']",542 Campbell Street Tofino British Columbia,Canada
663,Harvey House B&B,,,[],1310 Lynn Road Tofino British Columbia,Canada
664,Cox Bay Beach Resort,4.5,Excellent,"['Fitness Centre with Gym / Workout Room', 'Free parking', 'Free High Speed Internet (WiFi)', 'Hot Tub', 'Laundry Service', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Sauna', 'Self-Serve Laundry', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",1431 Pacific Rim Hwy Tofino British Columbia,Canada
665,Summerhill Guest House,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']",1101 Fellowship Drive ,Canada
666,BriMar Bed and Breakfast,5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Golf Course', 'Non-smoking hotel', 'Public Wifi', 'Non-smoking rooms']",1375 Chesterman Beach Road Tofino British Columbia,Canada
667,Tofino Trek Inn,5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",371 Main Street Tofino British Columbia,Canada
668,Tofino Travellers Guesthouse,5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Family Rooms', 'Non-smoking rooms', 'Suites']",231 Main Street Tofino British Columbia,Canada
669,Adventure Tofino B&B,5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Room service', 'Non-smoking hotel', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",615 Pfeiffer Crescent Tofino British Columbia,Canada
670,Jamie's Rainforest Inn,4.5,Excellent,"['Free parking', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",1258 Pacific Rim Highway Tofino British Columbia,Canada
671,Paddlers Inn,4,Very good,"['Free High Speed Internet (WiFi)', 'Free parking', 'Concierge', 'Non-smoking hotel', 'Public Wifi', 'Non-smoking rooms']",320 Main Street Tofino British Columbia,Canada
672,Seafarer's Bed and Breakfast,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Public Wifi', 'Non-smoking rooms']",1212 Lynn Rd Tofino British ,Canada
673,Sea Star Beach Retreat,,,[],1294 Lynn Road Tofino British Columbia,Canada
674,Bedwell Place Guest House,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Hot Tub', 'Wheelchair Access', 'Refrigerator in room', 'Kitchenette', 'Suites']",615 Campbell St Tofino British Columbia,Canada
675,Duffin Cove Oceanfront Lodging,4,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Family Rooms', 'Non-smoking rooms']",215 Campbell Street Tofino British Columbia,Canada
